"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Fine_STE","Fine_STE_rank"
"1287","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Torrenticolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Torrenticola","ZZZ","ZZZ","ZZZ","ZZZ","Torrenticola","Genus"
"1288","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Torrenticolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Torrenticolidae","Family"
"1289","Platyhelminthes","Rhabditophora","ZZZ","Trepaxonemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trepaxonemata","Class"
"1290","Platyhelminthes","Rhabditophora","ZZZ","Trepaxonemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trepaxonemata","Class"
"1291","Platyhelminthes","Rhabditophora","ZZZ","Trepaxonemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trepaxonemata","Class"
"1292","Platyhelminthes","Rhabditophora","ZZZ","Trepaxonemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trepaxonemata","Class"
"1293","Platyhelminthes","Rhabditophora","ZZZ","Trepaxonemata","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trepaxonemata","Class"
"1300","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trichoptera","Order"
"1301","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trichoptera","Order"
"1302","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trichoptera","Order"
"1303","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trichoptera","Order"
"1308","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Trombidiformes","Order"
"1329","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Limnesiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Tyrrellia","ZZZ","ZZZ","ZZZ","ZZZ","Tyrrellia","Genus"
"1334","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Unionicolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Unionicola","ZZZ","ZZZ","ZZZ","ZZZ","Unionicola","Genus"
"1335","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Unionicolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Unionicolidae","Family"
"1336","Mollusca","ZZZ","ZZZ","Bivalvia","Palaeoheterodonta","ZZZ","ZZZ","Unionoida","Unionoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Unionoidea","Suborder"
"1337","Mollusca","ZZZ","ZZZ","Bivalvia","Palaeoheterodonta","ZZZ","ZZZ","Unionoida","Unionoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Unionoidea","Suborder"
"1338","Mollusca","ZZZ","ZZZ","Bivalvia","Palaeoheterodonta","ZZZ","ZZZ","Unionoida","Unionoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Unionoidea","Suborder"
"1340","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Anisitsiellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Utaxatax","ZZZ","ZZZ","ZZZ","ZZZ","Utaxatax","Genus"
"1347","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Neoacaridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Volsellacarus","ZZZ","ZZZ","ZZZ","ZZZ","Volsellacarus","Genus"
"1349","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Protziidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Wandesia","ZZZ","ZZZ","ZZZ","ZZZ","Wandesia","Genus"
"1351","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Axonopsidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Woolastookia","ZZZ","ZZZ","ZZZ","ZZZ","Woolastookia","Genus"
"1356","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Mideopsidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Xystonotus","ZZZ","ZZZ","ZZZ","ZZZ","Xystonotus","Genus"
"1362","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Trichoptera","Integripalpia","ZZZ","Phryganeoidea","Phryganeidae","Yphriinae","ZZZ","ZZZ","ZZZ","ZZZ","Yphria","ZZZ","ZZZ","ZZZ","ZZZ","Yphria","Genus"
"1378","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Zygoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Zygoptera","Suborder"
