"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Coarse_STE","Coarse_STE_rank"
"297","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"298","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"299","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"300","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"301","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"303","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Curculionidae","Family"
"304","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Cymbiodyta","ZZZ","ZZZ","ZZZ","ZZZ","Cymbiodyta","Genus"
"305","Annelida","ZZZ","ZZZ","Clitellata","Hirudinea","Euhirudinea","ZZZ","Rhynchobdellida","ZZZ","ZZZ","ZZZ","Piscicolidae","Piscicolinae","ZZZ","ZZZ","ZZZ","ZZZ","Cystobranchus","ZZZ","ZZZ","salmositicus","ZZZ","Cystobranchus salmositicus","Species"
"306","Annelida","ZZZ","ZZZ","Clitellata","Hirudinea","Euhirudinea","ZZZ","Rhynchobdellida","ZZZ","ZZZ","ZZZ","Piscicolidae","Piscicolinae","ZZZ","ZZZ","ZZZ","ZZZ","Cystobranchus","ZZZ","ZZZ","salmositicus","ZZZ","Cystobranchus salmositicus","Species"
"307","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","Hexatomini","ZZZ","ZZZ","Dactylolabis","ZZZ","ZZZ","ZZZ","ZZZ","Dactylolabis","Genus"
"308","Arthropoda","Crustacea","ZZZ","Branchiopoda","Phyllopoda","ZZZ","ZZZ","Diplostraca","Cladocera","Anomopoda","ZZZ","Daphniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Daphnia","ZZZ","ZZZ","ZZZ","ZZZ","Daphnia","Genus"
"309","Arthropoda","Crustacea","ZZZ","Branchiopoda","Phyllopoda","ZZZ","ZZZ","Diplostraca","Cladocera","Anomopoda","ZZZ","Daphniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Daphniidae","Family"
"310","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Dasyheleinae","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","Genus"
"311","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Dasyheleinae","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","Genus"
"312","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Eucarida","Decapoda","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Decapoda","Order"
"313","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Demeijerea","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"314","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Demicryptochironomus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"315","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Naididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dero","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"316","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","ZZZ","ZZZ","ZZZ","Derotanypus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"317","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Euholognatha","ZZZ","ZZZ","Leuctridae","Leuctrinae","ZZZ","ZZZ","ZZZ","ZZZ","Despaxia","ZZZ","ZZZ","augusta","ZZZ","Despaxia augusta","Species"
"318","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Euholognatha","ZZZ","ZZZ","Leuctridae","Leuctrinae","ZZZ","ZZZ","ZZZ","ZZZ","Despaxia","ZZZ","ZZZ","augusta","ZZZ","Despaxia augusta","Species"
"319","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Blephariceromorpha","ZZZ","Deuterophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Deuterophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Deuterophlebia","Genus"
"320","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Diamesinae","ZZZ","Diamesini","ZZZ","ZZZ","Diamesa","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"321","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Diamesinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"322","Mollusca","ZZZ","ZZZ","Gastropoda","Opisthobranchia","ZZZ","ZZZ","Nudibranchia","ZZZ","ZZZ","ZZZ","Facelinidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dicata","ZZZ","ZZZ","ZZZ","ZZZ","Facelinidae","Family"
"323","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dicosmoecinae","Subfamily"
"327","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Chloropidae","Oscinellinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicraeus","ZZZ","ZZZ","ZZZ","ZZZ","Dicraeus","Genus"
"328","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","Genus"
"329","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","Genus"
"330","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limnophilinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranophragma","ZZZ","ZZZ","ZZZ","ZZZ","Dicranophragma","Genus"
"332","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Asilidae","Dasypogoninae","ZZZ","Stenopogonini","ZZZ","ZZZ","Dicranus","ZZZ","ZZZ","ZZZ","ZZZ","Dicranus","Genus"
"333","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Dicrotendipes","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"336","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Hydropsychidae","Diplectroninae","ZZZ","ZZZ","ZZZ","ZZZ","Diplex","ZZZ","ZZZ","ZZZ","ZZZ","Diplex","Genus"
"337","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Diplocladius","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"338","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Diplocladius","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"339","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Diptera","Order"
"340","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Perlodidae","Perlodinae","ZZZ","Perlodini","ZZZ","ZZZ","Diura","ZZZ","ZZZ","ZZZ","ZZZ","Diura","Genus"
"341","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Dixidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dixa","ZZZ","ZZZ","ZZZ","ZZZ","Dixa","Genus"
"342","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Dixidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dixella","ZZZ","ZZZ","ZZZ","ZZZ","Dixella","Genus"
"343","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Dixidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dixidae","Family"
"344","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Dolichopodidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dolichopodidae","Family"
"345","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Philopotamoidea","Philopotamidae","Philopotaminae","ZZZ","ZZZ","ZZZ","ZZZ","Dolophilodes","ZZZ","ZZZ","ZZZ","ZZZ","Dolophilodes","Genus"
"346","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Diptera","Nematocera","ZZZ","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Doncricotopus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"349","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Genus"
"350","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","ZZZ","ZZZ","coloradensis/flavilinea","ZZZ","Drunella coloradensis/flavilinea","Species"
"351","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","ZZZ","ZZZ","coloradensis/flavilinea","ZZZ","Drunella coloradensis/flavilinea","Species"
"352","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","ZZZ","ZZZ","Ephemeroptera","Furcatergalia","ZZZ","ZZZ","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","ZZZ","ZZZ","coloradensis/flavilinea","ZZZ","Drunella coloradensis/flavilinea","Species"
"354","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Drunella grandis/spinifera","ZZZ","ZZZ","ZZZ","Drunella grandis/spinifera","Species.Group"
"355","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Drunella grandis/spinifera","ZZZ","ZZZ","ZZZ","Drunella grandis/spinifera","Species.Group"
"356","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Drunella grandis/spinifera","ZZZ","ZZZ","ZZZ","Drunella grandis/spinifera","Species.Group"
"357","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Drunella grandis/spinifera","ZZZ","ZZZ","ZZZ","Drunella grandis/spinifera","Species.Group"
"358","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","Drunella grandis/spinifera","ZZZ","ZZZ","ZZZ","Drunella grandis/spinifera","Species.Group"
"359","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Drunella","ZZZ","ZZZ","pelosa","ZZZ","Drunella pelosa","Species"
"360","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Dryopidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dryopidae","Family"
"362","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"363","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Ecclisocosmoecus","ZZZ","ZZZ","scylla","ZZZ","Ecclisocosmoecus","Genus"
"364","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Ecclisocosmoecus","ZZZ","ZZZ","scylla","ZZZ","Ecclisocosmoecus","Genus"
"366","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Lumbriculida","ZZZ","ZZZ","ZZZ","Lumbriculidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eclipidrilus","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"367","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Simuliidae","Simuliinae","ZZZ","Prosimuliini","ZZZ","ZZZ","Ectemnia","ZZZ","ZZZ","ZZZ","ZZZ","Simuliidae","Family"
"368","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Eubriinae","ZZZ","ZZZ","ZZZ","ZZZ","Ectopria","ZZZ","ZZZ","ZZZ","ZZZ","Ectopria","Genus"
"369","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Lumbriculida","ZZZ","ZZZ","ZZZ","Lumbriculidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eiseniella","ZZZ","ZZZ","tetraedra","ZZZ","Oligochaeta","Subclass"
"370","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ellipteroides","ZZZ","ZZZ","ZZZ","ZZZ","Ellipteroides","Genus"
"371","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"372","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"373","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"374","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"375","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"376","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limnophilinae","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","Genus"
"377","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limnophilinae","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","Genus"
"378","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"379","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"380","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"381","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"382","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"383","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"384","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus A","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus A","Genus"
"385","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"386","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"387","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Enchytraeus","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"388","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Endochironomus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"389","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Enochrus","ZZZ","ZZZ","ZZZ","ZZZ","Enochrus","Genus"
"390","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Brachycentridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eobrachycentrus","ZZZ","ZZZ","ZZZ","ZZZ","Eobrachycentrus","Genus"
"391","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Eocosmoecus","ZZZ","ZZZ","ZZZ","ZZZ","Eocosmoecus","Genus"
"399","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Scapphodonta","Ephemeroidea","Ephemeridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemera","ZZZ","ZZZ","ZZZ","ZZZ","Ephemera","Genus"
"400","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Scapphodonta","Ephemeroidea","Ephemeridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemera","ZZZ","ZZZ","ZZZ","ZZZ","Ephemera","Genus"
"401","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemerella","ZZZ","ZZZ","ZZZ","ZZZ","Ephemerella","Genus"
"402","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemerella","ZZZ","ZZZ","alleni","ZZZ","Ephemerella alleni","Species"
"403","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemerella","ZZZ","ZZZ","aurivillii","ZZZ","Ephemerella aurivillii","Species"
